index,genres,id,original_language,title
1627,Comedy Family,9714,en,Home Alone 3
1628,Drama,102406,en,Ill Gotten Gains
1629,Horror Drama,170430,en,Man of Her Dreams
1630,Crime Drama Mystery Thriller,8197,en,Midnight in the Garden of Good and Evil
1631,Comedy Family,6283,en,MouseHunt
1632,,279698,en,Never Met Picasso
1633,Comedy Horror Thriller,49728,en,Office Killer
1634,Drama,64562,en,Other Voices Other Rooms
1635,Horror Mystery,4233,en,Scream 2
1636,Thriller,191874,en,Stranger in the House
1637,Drama,10217,en,The Sweet Hereafter
1638,Science Fiction,438108,en,Time Tracers
1639,Drama Romance Thriller,597,en,Titanic
1640,Adventure Action Thriller,714,en,Tomorrow Never Dies
1641,Drama,52537,en,Twisted
1642,Romance Drama,12799,fr,Full Speed
1643,Drama,62394,it,The Education of Little Tree
1644,Drama Adventure,9922,en,The Postman
1645,Drama Romance,547,en,The Horse Whisperer
1646,Drama,25994,en,The Winter Guest
1647,Comedy Crime Romance,184,en,Jackie Brown
1648,Drama,9746,en,Kundun
1649,Comedy Family,9438,en,Mr. Magoo
1650,Comedy Crime,115,en,The Big Lebowski
1651,Drama Romance Comedy,26941,en,Afterglow
1652,Drama Comedy,27103,fr,My Life in Pink
1653,Comedy Drama Romance,9410,en,Great Expectations
1654,Action Comedy Family,32302,en,3 Ninjas: High Noon at Mega Mountain
1655,Drama Action,216794,en,Men of Means
1656,Drama Thriller Crime,88863,en,Caught Up
1657,,154821,en,Arguing the World
1658,Action Adventure Thriller,41417,en,Firestorm
1659,Comedy Romance,12538,pt,Senseless
1660,Comedy Drama,586,en,Wag the Dog
1661,Mystery Science Fiction,2666,en,Dark City
1662,Thriller Drama Romance,46338,en,The Leading Man
1663,Action Adventure Family Science Fiction,54007,en,Star Kid
1664,Thriller,11258,en,Hard Rain
1665,Comedy Crime,9490,en,Half Baked
1666,Thriller Fantasy Crime Drama,9411,en,Fallen
1667,Crime Comedy Romance,25719,en,Shooting Fish
1668,Fantasy Horror Thriller,9033,en,The Prophecy II
1669,Drama Action Romance,11220,cn,Fallen Angels
1670,Action Drama Foreign History Thriller,21253,pt,Four Days in September
1671,Adventure Fantasy Drama Comedy Music,6116,en,Spice World
1672,Adventure Action Horror Science Fiction,9457,en,Deep Rising
1673,Thriller Comedy,281289,en,Tainted
1674,Drama Crime Mystery,43911,en,A Letter from Death Row
1675,Comedy Drama Romance,39424,en,Music from Another Room
1676,Drama,44361,ru,Mother and Son
1677,Action Drama Crime Thriller,11702,en,The Replacement Killers
1678,Romance Crime Drama,2923,en,B. Monkey
1679,Mystery Horror Fantasy,12238,en,The Night Flier
1680,Music Action Comedy Crime,11568,en,Blues Brothers 2000
1681,Romance Action Drama Thriller,41577,ja,Tokyo Fist
1682,Comedy,66894,en,Ride
1683,Romance Comedy,11003,en,The Wedding Singer
1684,Science Fiction,10153,en,Sphere
1685,Documentary,49645,en,Ayn Rand: A Sense of Life
1686,Drama Thriller Romance,47112,en,A Further Gesture
1687,Comedy Romance,102732,en,Little City
1688,Mystery Thriller Drama Romance Crime,30949,en,Palmetto
1689,Comedy Romance,2898,en,As Good as It Gets
1690,Thriller Crime,9558,en,King of New York
1691,Documentary,83593,en,A Paralyzing Fear: The Story of Polio in America
1692,Drama Crime,320011,en,Men with Guns
1693,Drama Crime Mystery Thriller,26269,en,Twilight
1694,Thriller Crime Action,11808,en,U.S. Marshals
1695,Music Comedy Fantasy Adventure,6970,en,Welcome to Woop Woop
1696,Drama Romance Foreign,47452,en,Love and Death on Long Island
1697,Drama,18205,es,Midaq Alley
1698,Adventure,36943,en,In Gods Hands
1699,Adventure Documentary,21736,en,Everest
1700,Drama Thriller,17941,en,Hush
1701,Action Comedy Crime Drama Thriller,10668,en,Suicide Kings
1702,Action Adventure Drama,9313,en,The Man in the Iron Mask
1703,Crime Action Drama,42807,en,The Newton Boys
1704,Thriller,617,en,Wild Things
1705,Comedy Family,36568,en,Paulie
1706,Drama Romance,37272,en,"A Cool, Dry Place"
1707,Crime Drama,5910,ja,Fireworks
1708,Comedy Drama,9440,en,Primary Colors
1709,Drama Romance,53092,en,"Niagara, Niagara"
1710,Comedy Drama Family,32911,en,Wide Awake
1711,Drama Romance,44308,en,A Price Above Rubies
1712,Drama,124821,en,Eden
1713,Drama Romance,32456,en,Two Girls and a Guy
1714,Drama Comedy Romance,93350,en,No Looking Back
1715,Documentary,62695,en,Storefront Hitchcock
1716,Drama Romance,32144,en,The Proposition
1717,Comedy Drama Romance,17127,en,The Object of My Affection
1718,Animation Comedy Family,40688,en,Meet the Deedles
1719,Drama Action Comedy Thriller Crime,17133,en,Homegrown
1720,Drama,19848,en,The Players Club
1721,Family,17644,en,Barneys Great Adventure
1722,Documentary,1774,en,The Big One
1723,Drama Romance,30265,en,Chinese Box
1724,Adventure Family Science Fiction,2157,en,Lost in Space
1725,Drama Action Thriller Crime,70581,en,Heavens Burning
1726,Action Crime Drama Thriller,8838,en,Mercury Rising
1727,Crime Drama Mystery Thriller,29193,en,The Spanish Prisoner
1728,Drama Fantasy Romance,795,en,City of Angels
1729,Comedy Drama Romance,16980,en,The Last Days of Disco
1730,Adventure Comedy,27472,en,The Odd Couple II
1731,Comedy Drama Family,47881,en,My Giant
1732,Drama,9469,en,He Got Game
1733,Thriller,12488,en,The Gingerbread Man
1734,,98499,en,Illtown
1735,Adventure Family,81367,en,Slappy and the Stinkers
1736,Drama Romance Thriller,267,es,Live Flesh
1737,Comedy Crime Mystery Thriller,16148,en,Zero Effect
1738,Drama,21252,en,Nil by Mouth
1739,Thriller,73135,en,Ratchet
1740,Adventure Fantasy Action Comedy Family,9449,en,The Borrowers
1741,Adventure Fantasy,6264,en,Prince Valiant
1742,Comedy Romance,90414,fr,"I Love You, Dont Touch Me!"
1743,Drama Comedy Romance,188870,en,Leather Jacket Love Story
1744,Drama Thriller,215373,en,Love Walked In
1745,Comedy,78149,en,"An Alan Smithee Film: Burn, Hollywood, Burn"
1746,Comedy Romance,15513,en,Kissing a Fool
1747,Comedy Drama Family,31220,en,Krippendorfs Tribe
1748,Documentary Music,13907,en,Kurt & Courtney
1749,Comedy Drama Romance,29825,en,The Real Blonde
1750,Crime Action Comedy,10622,cn,Mr. Nice Guy
1751,Drama,30020,fa,Taste of Cherry
1752,Drama Foreign History,17139,nl,Character
1753,Comedy Thriller,34582,nb,Junk Mail
1754,Science Fiction Action Horror,10216,en,Species II
1755,Comedy,9771,en,Major League: Back to the Minors
1756,Comedy,24560,en,Sour Grapes
1757,Music Documentary,76330,en,Wild Man Blues
1758,Action Adventure Comedy Thriller,9448,en,The Big Hit
1759,Action Adventure,38618,en,Tarzan and the Lost City
1760,Action Adventure Thriller,18316,en,Black Dog
1761,Comedy Drama Family,78373,en,"Dancer, Texas Pop. 81"
1762,Drama Comedy,77514,en,A Friend of the Deceased
1763,Romance Drama TV Movie,49474,en,Go Now
1764,Crime Drama History Romance,4415,en,Les Misérables
1765,Comedy Drama Romance,39467,en,Still Breathing
1766,Comedy Drama,55561,en,Clockwatchers
1767,Action Drama Romance,8656,en,Deep Impact
1768,,209345,en,Little Men
1769,Comedy Romance,58680,en,Woo
1770,Drama,35161,en,The Hanging Garden
1771,Drama,35796,en,Lawn Dogs
1772,Fantasy Animation Drama Romance Family,18937,en,Quest for Camelot
1773,Science Fiction Action Thriller,929,en,Godzilla
1774,Comedy Drama,9452,en,Bulworth
1775,Adventure Drama Comedy,1878,en,Fear and Loathing in Las Vegas
1776,Comedy Drama,9844,en,The Opposite of Sex
1777,Action Comedy,40505,en,I Got the Hook Up
1778,Action Adventure Comedy Western,14342,en,Almost Heroes
1779,Drama Romance,9715,en,Hope Floats
1780,Crime Drama Thriller,26610,no,Insomnia
1781,Drama Thriller,20064,en,Little Boy Blue
1782,Horror Thriller,40961,fr,The Ugly
1783,Crime Thriller Drama,1965,en,A Perfect Murder
1784,Drama,312,de,Beyond Silence
1785,Action Adventure Comedy Romance,6068,en,Six Days Seven Nights
1786,Comedy Drama Romance,15037,en,Cant Hardly Wait
1787,Comedy Drama Romance,50043,en,Cousin Bette
1788,Drama Romance,37636,en,High Art
1789,Drama Romance War,17044,en,The Land Girls
1790,Drama Adventure,60951,en,Passion in the Desert
1791,Drama Comedy Family,21334,fa,Children of Heaven
1792,,416437,en,Dear Jesse
1793,Romance Comedy Drama,32284,en,Dream for an Insomniac
1794,Action Comedy Romance Science Fiction Thriller,51955,en,Hav Plenty
1795,Comedy Drama,37410,en,Henry Fool
1796,Drama Romance,47481,en,Marie from the Bay of Angels
1797,Comedy Romance,53765,en,Mr. Jealousy
1798,Animation Family Adventure,10674,en,Mulan
1799,Thriller Crime Drama,136134,en,Resurrection Man
1800,Mystery Science Fiction Thriller,846,en,The X Files
1801,Action Comedy Crime,12655,en,I Went Down
1802,Comedy Family Fantasy,3050,en,Doctor Dolittle
1803,Romance Comedy Crime,1389,en,Out of Sight
1804,Thriller Drama Mystery,11020,en,Picnic at Hanging Rock
1805,Drama Comedy,20862,en,Smoke Signals
1806,Drama Foreign,108548,pt,Voyage to the Beginning of the World
1807,Romance Comedy Crime Drama,9464,en,Buffalo 66
1808,Action Thriller Science Fiction Adventure,95,en,Armageddon
1809,Action Adventure Comedy Crime Thriller,944,en,Lethal Weapon 4
1810,Comedy Drama Family,35680,en,Madeline
1811,Comedy Adventure Fantasy Science Fiction Action,11551,en,Small Soldiers
1812,Mystery Drama Thriller,473,en,Pi
1813,Drama,102304,en,Whatever
1814,Romance Comedy,544,en,Theres Something About Mary
1815,Science Fiction Horror,10513,en,Plan 9 from Outer Space
1816,Action Drama Romance War,28966,en,Wings
1817,Drama Music Romance,65203,en,The Broadway Melody
1818,Drama War,143,en,All Quiet on the Western Front
1819,Drama Western,42861,en,Cimarron
1820,Drama Romance,33680,en,Grand Hotel
1821,Drama,56164,en,Cavalcade
1822,Adventure Drama History Romance,12311,en,Mutiny on the Bounty
1823,Drama Music Romance,43277,en,The Great Ziegfeld
1824,Drama,43278,en,The Life of Emile Zola
1825,Comedy Romance,34106,en,You Cant Take It With You
1826,Drama,43266,en,How Green Was My Valley
1827,Drama Romance War,27367,en,Mrs. Miniver
1828,Drama Comedy Music,17661,en,Going My Way
1829,Drama,28580,en,The Lost Weekend
1830,Drama History Romance,887,en,The Best Years of Our Lives
1831,Drama Romance,33667,en,Gentlemans Agreement
1832,Drama,23383,en,Hamlet
1833,Drama,25430,en,All the Kings Men
1834,Action Drama Romance,27191,en,The Greatest Show on Earth
1835,War Drama Romance,11426,en,From Here to Eternity
1836,Crime Drama,654,en,On the Waterfront
1837,Drama Romance,15919,en,Marty
1838,Crime Drama Music,1725,en,West Side Story
1839,Adventure Comedy History Romance,5769,en,Tom Jones
1840,Drama History,874,en,A Man for All Seasons
1841,Crime Drama Mystery Thriller,10633,en,In the Heat of the Night
1842,Drama Family Music,17917,en,Oliver!
1843,Drama,3116,en,Midnight Cowboy
1844,Action Crime Thriller,1051,en,The French Connection
1845,Drama,1366,en,Rocky
1846,Drama,12102,en,Kramer vs. Kramer
1847,Drama,16619,en,Ordinary People
1848,Drama History,9443,en,Chariots of Fire
1849,Drama Comedy,11050,en,Terms of Endearment
1850,Drama,606,en,Out of Africa
1851,Drama History,746,en,The Last Emperor
1852,Drama,380,en,Rain Man
1853,Comedy Drama,403,en,Driving Miss Daisy
1854,Comedy Crime,11485,en,Take the Money and Run
1855,Mystery,466,en,Klute
1856,Comedy Crime Science Fiction Thriller,13820,en,Repo Man
1857,Comedy Drama,15389,en,Metropolitan
1858,Adventure Family Fantasy,13597,en,Labyrinth
1859,Comedy Drama,2108,en,The Breakfast Club
1860,Horror,10014,en,A Nightmare on Elm Street Part 2: Freddys Revenge
1861,Horror Thriller,10072,en,A Nightmare on Elm Street 3: Dream Warriors
1862,Horror Thriller,10131,en,A Nightmare on Elm Street 4: The Dream Master
1863,Horror Thriller,10160,en,A Nightmare on Elm Street 5: The Dream Child
1864,Horror Thriller Comedy,11284,en,Freddys Dead: The Final Nightmare
1865,Horror,4488,en,Friday the 13th
1866,Horror Thriller,9725,en,Friday the 13th Part 2
1867,Horror Thriller,9728,en,Friday the 13th Part III
1868,Horror Thriller,9730,en,Friday the 13th: The Final Chapter
1869,Horror Thriller,9731,en,Friday the 13th: A New Beginning
1870,Horror Mystery Thriller,10225,en,Friday the 13th Part VI: Jason Lives
1871,Horror Thriller,10281,en,Friday the 13th Part VII: The New Blood
1872,Horror Thriller,10283,en,Friday the 13th Part VIII: Jason Takes Manhattan
1873,Horror Thriller,948,en,Halloween
1874,Horror Thriller,11281,en,Halloween II
1875,Horror Mystery Science Fiction,10676,en,Halloween III: Season of the Witch
1876,Horror Thriller,11357,en,Halloween 4: The Return of Michael Myers
1877,Horror Thriller,11361,en,Halloween 5: The Revenge of Michael Myers
1878,Horror Mystery Thriller,36599,en,Prom Night
1879,Horror,39929,en,Hello Mary Lou: Prom Night II
1880,Thriller Comedy Horror,41828,en,Prom Night III: The Last Kiss
1881,Horror,41769,en,Prom Night IV: Deliver Us from Evil
1882,Horror Thriller,10585,en,Childs Play
1883,Drama Horror,11186,en,Childs Play 2
1884,Thriller Horror Action,11187,en,Childs Play 3
1885,Horror,609,en,Poltergeist
1886,Horror Thriller,11133,en,Poltergeist II: The Other Side
1887,Horror Thriller,10306,en,Poltergeist III
1888,Drama Horror Thriller,9552,en,The Exorcist
1889,Horror Thriller Fantasy,11586,en,Exorcist II: The Heretic
1890,Thriller Horror Mystery,11587,en,The Exorcist III
1891,Adventure Action Comedy Thriller Crime,941,en,Lethal Weapon
1892,Action Adventure Comedy Crime Thriller,942,en,Lethal Weapon 2
1893,Adventure Action Comedy Thriller Crime,943,en,Lethal Weapon 3
1894,Fantasy Horror Comedy,927,en,Gremlins
1895,Comedy Horror Fantasy,928,en,Gremlins 2: The New Batch
1896,Adventure Comedy Family,9340,en,The Goonies
1897,Action Adventure,9342,en,The Mask of Zorro
1898,Comedy Drama,38509,en,Polish Wedding
1899,Crime Drama Thriller,60033,en,"This World, Then the Fireworks"
1900,Mystery Science Fiction Thriller,12101,en,Soylent Green
1901,Drama Science Fiction,19,de,Metropolis
1902,Adventure Comedy Family Science Fiction,165,en,Back to the Future Part II
1903,Adventure Comedy Family Science Fiction,196,en,Back to the Future Part III
1904,Action Adventure,551,en,The Poseidon Adventure
1905,Fantasy Comedy Family,16084,en,Freaky Friday
1906,Comedy Family Science Fiction,17984,en,The Absent-Minded Professor
1907,Comedy Family Western,22328,en,The Apple Dumpling Gang Rides Again
1908,Fantasy Science Fiction Family,32611,en,Babes in Toyland
1909,Animation Drama Family,3170,en,Bambi
1910,Action Drama,346,ja,Seven Samurai
1911,Drama Romance,859,en,Dangerous Liaisons
1912,Action Science Fiction Adventure,841,en,Dune
1913,Drama,11051,en,The Last Temptation of Christ
1914,Crime Drama Thriller,242,en,The Godfather: Part III
1915,Mystery Drama,1411,en,The Rapture
1916,Drama Romance,9769,en,Lolita
1917,Mystery Horror Science Fiction,9424,en,Disturbing Behavior
1918,Comedy Crime,9835,en,Jane Austens Mafia!
1919,Drama History War,857,en,Saving Private Ryan
1920,Comedy Romance,17539,en,Billys Hollywood Screen Kiss
1921,Drama,44322,zh,East Palace West Palace
1922,Comedy Family,22777,en,The Million Dollar Duck
1923,Comedy Family,20173,en,The Barefoot Executive
1924,Animation,10957,en,The Black Cauldron
1925,Adventure Family Science Fiction Action,9570,en,The Black Hole
1926,Fantasy Comedy Family,16249,en,Blackbeards Ghost
1927,Comedy Family,13962,en,Blank Check
1928,Family,14612,en,Candleshoe
1929,Comedy Family Science Fiction,19378,en,The Cat from Outer Space
1930,Drama Family,65157,en,Cheetah
1931,Comedy Family,29228,en,The Computer Wore Tennis Shoes
1932,Comedy Action Adventure,19379,en,Condorman
1933,Action Comedy Drama Family,11164,en,D2: The Mighty Ducks
1934,Adventure Fantasy Science Fiction Family,18887,en,Darby OGill and the Little People
1935,Fantasy Comedy Science Fiction Family,40866,en,The Devil and Max Devlin
1936,Drama Adventure,24736,en,A Far Off Place
1937,Family Science Fiction Adventure,10122,en,Flight of the Navigator
1938,Fantasy Comedy Family,24816,en,The Gnome-Mobile
1939,Comedy Animation Family,9994,en,The Great Mouse Detective
1940,Comedy Drama Family Music,25445,en,The Happiest Millionaire
1941,Fantasy Comedy Family Adventure,12129,en,Herbie Goes Bananas
1942,Romance Comedy Family Action Adventure,14140,en,Herbie Goes To Monte Carlo
1943,Comedy Family Fantasy,10439,en,Hocus Pocus
1944,Adventure Comedy Family Science Fiction,11158,en,Honey I Blew Up the Kid
1945,Adventure Comedy Family Science Fiction,9354,en,"Honey, I Shrunk the Kids"
1946,Action Comedy Family Western,28736,en,Hot Lead & Cold Feet
1947,Action Adventure Drama Family,34774,en,In Search of the Castaways
1948,Adventure Family,37969,en,The Incredible Journey
1949,Action Adventure Crime Drama Mystery Thriller,9631,en,The Negotiator
1950,Comedy Drama Family,9820,en,The Parent Trap
1951,Comedy,14013,en,BASEketball
1952,Documentary,36606,en,Full Tilt Boogie
1953,Drama Romance,96196,en,The Governess
1954,Drama,98505,fr,Seventh Heaven
1955,Documentary History,1779,en,Roger & Me
1956,Fantasy Comedy Romance,10849,en,The Purple Rose of Cairo
1957,Drama Mystery Thriller,678,en,Out of the Past
1958,Drama Romance War,907,en,Doctor Zhivago
1959,Fantasy Drama Mystery,5961,sv,Fanny & Alexander
1960,Drama,47908,en,The Trip to Bountiful
1961,Drama Music Romance,42121,en,Tender Mercies
1962,Drama,2887,en,And the Band Played On
1963,Comedy Horror Thriller,11974,en,The Burbs
1964,Comedy Drama,20348,en,Fandango
1965,Drama,26648,en,The Night Porter
1966,Drama,11911,de,Mephisto
1967,Crime Drama Mystery Thriller,793,en,Blue Velvet
1968,Adventure,35144,en,The Journey of Natty Gann
1969,Family Animation Adventure,9325,en,The Jungle Book
1970,Action Adventure Drama Family,43037,en,Kidnapped
1971,Family Animation,10340,en,Lady and the Tramp
1972,Animation Family,10144,en,The Little Mermaid
1973,Comedy Family,10414,en,The Mighty Ducks
1974,Comedy Family Fantasy Drama,10437,en,The Muppet Christmas Carol
1975,Drama Music Family,15300,en,Newsies
1976,Adventure Animation Comedy Family,12230,en,One Hundred and One Dalmatians
